PING 10.0.0.11 (10.0.0.11) 56(84) bytes of data.
64 bytes from 10.0.0.11: icmp_seq=1 ttl=64 time=0.839 ms
64 bytes from 10.0.0.11: icmp_seq=2 ttl=64 time=1.09 ms
64 bytes from 10.0.0.11: icmp_seq=3 ttl=64 time=0.615 ms
64 bytes from 10.0.0.11: icmp_seq=4 ttl=64 time=0.586 ms
64 bytes from 10.0.0.11: icmp_seq=5 ttl=64 time=0.661 ms
64 bytes from 10.0.0.11: icmp_seq=6 ttl=64 time=0.741 ms
64 bytes from 10.0.0.11: icmp_seq=7 ttl=64 time=0.685 ms
64 bytes from 10.0.0.11: icmp_seq=8 ttl=64 time=0.563 ms
64 bytes from 10.0.0.11: icmp_seq=9 ttl=64 time=0.666 ms
64 bytes from 10.0.0.11: icmp_seq=10 ttl=64 time=0.592 ms
64 bytes from 10.0.0.11: icmp_seq=11 ttl=64 time=0.620 ms
64 bytes from 10.0.0.11: icmp_seq=12 ttl=64 time=1.07 ms
64 bytes from 10.0.0.11: icmp_seq=13 ttl=64 time=0.734 ms
64 bytes from 10.0.0.11: icmp_seq=14 ttl=64 time=0.593 ms
64 bytes from 10.0.0.11: icmp_seq=15 ttl=64 time=0.532 ms
64 bytes from 10.0.0.11: icmp_seq=16 ttl=64 time=0.523 ms
64 bytes from 10.0.0.11: icmp_seq=17 ttl=64 time=0.585 ms
64 bytes from 10.0.0.11: icmp_seq=18 ttl=64 time=1.26 ms
64 bytes from 10.0.0.11: icmp_seq=19 ttl=64 time=0.707 ms
64 bytes from 10.0.0.11: icmp_seq=20 ttl=64 time=0.606 ms
64 bytes from 10.0.0.11: icmp_seq=21 ttl=64 time=0.953 ms
64 bytes from 10.0.0.11: icmp_seq=22 ttl=64 time=1.20 ms
64 bytes from 10.0.0.11: icmp_seq=23 ttl=64 time=0.700 ms
64 bytes from 10.0.0.11: icmp_seq=24 ttl=64 time=1.31 ms
64 bytes from 10.0.0.11: icmp_seq=25 ttl=64 time=0.650 ms
64 bytes from 10.0.0.11: icmp_seq=26 ttl=64 time=0.626 ms
64 bytes from 10.0.0.11: icmp_seq=27 ttl=64 time=1.46 ms
64 bytes from 10.0.0.11: icmp_seq=28 ttl=64 time=0.938 ms
64 bytes from 10.0.0.11: icmp_seq=29 ttl=64 time=1.05 ms
64 bytes from 10.0.0.11: icmp_seq=30 ttl=64 time=0.981 ms
64 bytes from 10.0.0.11: icmp_seq=31 ttl=64 time=0.646 ms
64 bytes from 10.0.0.11: icmp_seq=32 ttl=64 time=0.577 ms
64 bytes from 10.0.0.11: icmp_seq=33 ttl=64 time=2.53 ms
64 bytes from 10.0.0.11: icmp_seq=34 ttl=64 time=0.372 ms
64 bytes from 10.0.0.11: icmp_seq=35 ttl=64 time=0.625 ms
64 bytes from 10.0.0.11: icmp_seq=36 ttl=64 time=0.956 ms
64 bytes from 10.0.0.11: icmp_seq=37 ttl=64 time=0.574 ms
64 bytes from 10.0.0.11: icmp_seq=38 ttl=64 time=0.568 ms
64 bytes from 10.0.0.11: icmp_seq=39 ttl=64 time=0.628 ms
64 bytes from 10.0.0.11: icmp_seq=40 ttl=64 time=0.609 ms
64 bytes from 10.0.0.11: icmp_seq=41 ttl=64 time=0.588 ms
64 bytes from 10.0.0.11: icmp_seq=42 ttl=64 time=0.628 ms
64 bytes from 10.0.0.11: icmp_seq=43 ttl=64 time=0.585 ms
64 bytes from 10.0.0.11: icmp_seq=44 ttl=64 time=0.713 ms
64 bytes from 10.0.0.11: icmp_seq=45 ttl=64 time=0.590 ms
64 bytes from 10.0.0.11: icmp_seq=46 ttl=64 time=0.634 ms
64 bytes from 10.0.0.11: icmp_seq=47 ttl=64 time=1.47 ms
64 bytes from 10.0.0.11: icmp_seq=48 ttl=64 time=0.815 ms
64 bytes from 10.0.0.11: icmp_seq=49 ttl=64 time=0.908 ms
64 bytes from 10.0.0.11: icmp_seq=50 ttl=64 time=1.03 ms
64 bytes from 10.0.0.11: icmp_seq=51 ttl=64 time=0.707 ms
64 bytes from 10.0.0.11: icmp_seq=52 ttl=64 time=1.53 ms
64 bytes from 10.0.0.11: icmp_seq=53 ttl=64 time=1.08 ms
64 bytes from 10.0.0.11: icmp_seq=54 ttl=64 time=0.729 ms
64 bytes from 10.0.0.11: icmp_seq=55 ttl=64 time=2.83 ms
64 bytes from 10.0.0.11: icmp_seq=56 ttl=64 time=1.05 ms
64 bytes from 10.0.0.11: icmp_seq=57 ttl=64 time=0.693 ms
64 bytes from 10.0.0.11: icmp_seq=58 ttl=64 time=0.532 ms
64 bytes from 10.0.0.11: icmp_seq=59 ttl=64 time=0.771 ms
64 bytes from 10.0.0.11: icmp_seq=60 ttl=64 time=0.632 ms
64 bytes from 10.0.0.11: icmp_seq=61 ttl=64 time=0.764 ms
64 bytes from 10.0.0.11: icmp_seq=62 ttl=64 time=0.905 ms
64 bytes from 10.0.0.11: icmp_seq=63 ttl=64 time=1.11 ms
64 bytes from 10.0.0.11: icmp_seq=64 ttl=64 time=0.752 ms
64 bytes from 10.0.0.11: icmp_seq=65 ttl=64 time=0.927 ms
64 bytes from 10.0.0.11: icmp_seq=66 ttl=64 time=2.82 ms
64 bytes from 10.0.0.11: icmp_seq=67 ttl=64 time=0.772 ms
64 bytes from 10.0.0.11: icmp_seq=68 ttl=64 time=1.08 ms
64 bytes from 10.0.0.11: icmp_seq=69 ttl=64 time=0.856 ms
64 bytes from 10.0.0.11: icmp_seq=70 ttl=64 time=0.657 ms
64 bytes from 10.0.0.11: icmp_seq=71 ttl=64 time=1.05 ms
64 bytes from 10.0.0.11: icmp_seq=72 ttl=64 time=0.710 ms
64 bytes from 10.0.0.11: icmp_seq=73 ttl=64 time=0.817 ms
64 bytes from 10.0.0.11: icmp_seq=74 ttl=64 time=0.710 ms
64 bytes from 10.0.0.11: icmp_seq=75 ttl=64 time=0.713 ms
64 bytes from 10.0.0.11: icmp_seq=76 ttl=64 time=1.11 ms
64 bytes from 10.0.0.11: icmp_seq=77 ttl=64 time=0.867 ms
64 bytes from 10.0.0.11: icmp_seq=78 ttl=64 time=0.763 ms
64 bytes from 10.0.0.11: icmp_seq=79 ttl=64 time=0.842 ms
64 bytes from 10.0.0.11: icmp_seq=80 ttl=64 time=0.817 ms
64 bytes from 10.0.0.11: icmp_seq=81 ttl=64 time=0.682 ms
64 bytes from 10.0.0.11: icmp_seq=82 ttl=64 time=0.696 ms
64 bytes from 10.0.0.11: icmp_seq=83 ttl=64 time=1.46 ms
64 bytes from 10.0.0.11: icmp_seq=84 ttl=64 time=0.666 ms
64 bytes from 10.0.0.11: icmp_seq=85 ttl=64 time=0.716 ms
64 bytes from 10.0.0.11: icmp_seq=86 ttl=64 time=1.27 ms
64 bytes from 10.0.0.11: icmp_seq=87 ttl=64 time=0.596 ms
64 bytes from 10.0.0.11: icmp_seq=88 ttl=64 time=0.976 ms
64 bytes from 10.0.0.11: icmp_seq=89 ttl=64 time=1.01 ms
64 bytes from 10.0.0.11: icmp_seq=90 ttl=64 time=0.776 ms
64 bytes from 10.0.0.11: icmp_seq=91 ttl=64 time=0.820 ms
64 bytes from 10.0.0.11: icmp_seq=92 ttl=64 time=1.23 ms
64 bytes from 10.0.0.11: icmp_seq=93 ttl=64 time=0.826 ms
64 bytes from 10.0.0.11: icmp_seq=94 ttl=64 time=0.735 ms
64 bytes from 10.0.0.11: icmp_seq=95 ttl=64 time=0.700 ms
64 bytes from 10.0.0.11: icmp_seq=96 ttl=64 time=0.687 ms
64 bytes from 10.0.0.11: icmp_seq=97 ttl=64 time=0.625 ms
64 bytes from 10.0.0.11: icmp_seq=98 ttl=64 time=1.05 ms
64 bytes from 10.0.0.11: icmp_seq=99 ttl=64 time=0.707 ms
64 bytes from 10.0.0.11: icmp_seq=100 ttl=64 time=1.26 ms
