latency,weight
1,0
2,0
3,1
4,1244
5,12776
6,24052
7,23751
8,19092
9,13767
10,10285
11,7799
12,6120
13,4786
14,3726
15,2981
16,2364
17,1855
18,1483
19,1280
20,1063
21,958
22,865
23,704
24,689
25,629
26,607
27,562
28,550
29,492
30,435
31,494
32,449
33,416
34,440
35,424
36,405
37,432
38,437
39,526
40,483
41,485
42,501
43,490
44,470
45,435
46,368
47,352
48,290
49,251
50,201
51,180
52,144
53,147
54,141
55,110
56,116
57,97
58,82
59,84
60,95
61,91
62,88
63,74
64,91
65,68
66,64
67,73
68,53
69,71
70,57
71,58
72,63
73,64
74,59
75,51
76,49
77,52
78,60
79,36
80,46
81,29
82,26
83,38
84,30
85,21
86,20
87,21
88,23
89,22
90,19
91,18
92,15
93,15
94,9
95,5
96,10
97,5
98,3
99,5
100,7
