requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,5.645299834428437,74694.2331311195,516753.0246994615,81908.53503462467,1846159.4482742173,233469.63879053266,440293
