PING 10.0.0.4 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=0.615 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=0.629 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=0.686 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=0.646 ms
64 bytes from 10.0.0.4: icmp_seq=5 ttl=64 time=0.698 ms
64 bytes from 10.0.0.4: icmp_seq=6 ttl=64 time=0.606 ms
64 bytes from 10.0.0.4: icmp_seq=7 ttl=64 time=0.825 ms
64 bytes from 10.0.0.4: icmp_seq=8 ttl=64 time=0.761 ms
64 bytes from 10.0.0.4: icmp_seq=9 ttl=64 time=0.807 ms
64 bytes from 10.0.0.4: icmp_seq=10 ttl=64 time=0.854 ms
64 bytes from 10.0.0.4: icmp_seq=11 ttl=64 time=0.612 ms
64 bytes from 10.0.0.4: icmp_seq=12 ttl=64 time=0.910 ms
64 bytes from 10.0.0.4: icmp_seq=13 ttl=64 time=0.731 ms
64 bytes from 10.0.0.4: icmp_seq=14 ttl=64 time=0.756 ms
64 bytes from 10.0.0.4: icmp_seq=15 ttl=64 time=0.804 ms
64 bytes from 10.0.0.4: icmp_seq=16 ttl=64 time=0.825 ms
64 bytes from 10.0.0.4: icmp_seq=17 ttl=64 time=0.997 ms
64 bytes from 10.0.0.4: icmp_seq=18 ttl=64 time=0.868 ms
64 bytes from 10.0.0.4: icmp_seq=19 ttl=64 time=0.760 ms
64 bytes from 10.0.0.4: icmp_seq=20 ttl=64 time=0.650 ms
64 bytes from 10.0.0.4: icmp_seq=21 ttl=64 time=0.653 ms
64 bytes from 10.0.0.4: icmp_seq=22 ttl=64 time=0.690 ms
64 bytes from 10.0.0.4: icmp_seq=23 ttl=64 time=0.761 ms
64 bytes from 10.0.0.4: icmp_seq=24 ttl=64 time=0.766 ms
64 bytes from 10.0.0.4: icmp_seq=25 ttl=64 time=0.685 ms
64 bytes from 10.0.0.4: icmp_seq=26 ttl=64 time=0.581 ms
64 bytes from 10.0.0.4: icmp_seq=27 ttl=64 time=0.708 ms
64 bytes from 10.0.0.4: icmp_seq=28 ttl=64 time=0.590 ms
64 bytes from 10.0.0.4: icmp_seq=29 ttl=64 time=0.911 ms
64 bytes from 10.0.0.4: icmp_seq=30 ttl=64 time=0.714 ms
64 bytes from 10.0.0.4: icmp_seq=31 ttl=64 time=0.785 ms
64 bytes from 10.0.0.4: icmp_seq=32 ttl=64 time=0.719 ms
64 bytes from 10.0.0.4: icmp_seq=33 ttl=64 time=0.779 ms
64 bytes from 10.0.0.4: icmp_seq=34 ttl=64 time=0.757 ms
64 bytes from 10.0.0.4: icmp_seq=35 ttl=64 time=0.804 ms
64 bytes from 10.0.0.4: icmp_seq=36 ttl=64 time=0.781 ms
64 bytes from 10.0.0.4: icmp_seq=37 ttl=64 time=0.913 ms
64 bytes from 10.0.0.4: icmp_seq=38 ttl=64 time=0.762 ms
64 bytes from 10.0.0.4: icmp_seq=39 ttl=64 time=0.857 ms
64 bytes from 10.0.0.4: icmp_seq=40 ttl=64 time=0.535 ms
64 bytes from 10.0.0.4: icmp_seq=41 ttl=64 time=1.14 ms
64 bytes from 10.0.0.4: icmp_seq=42 ttl=64 time=0.717 ms
64 bytes from 10.0.0.4: icmp_seq=43 ttl=64 time=1.97 ms
64 bytes from 10.0.0.4: icmp_seq=44 ttl=64 time=0.678 ms
64 bytes from 10.0.0.4: icmp_seq=45 ttl=64 time=0.779 ms
64 bytes from 10.0.0.4: icmp_seq=46 ttl=64 time=0.745 ms
64 bytes from 10.0.0.4: icmp_seq=47 ttl=64 time=0.886 ms
64 bytes from 10.0.0.4: icmp_seq=48 ttl=64 time=0.793 ms
64 bytes from 10.0.0.4: icmp_seq=49 ttl=64 time=1.39 ms
64 bytes from 10.0.0.4: icmp_seq=50 ttl=64 time=1.80 ms

--- 10.0.0.4 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9982ms
rtt min/avg/max/mdev = 0.535/0.814/1.978/0.263 ms
