PING 10.0.0.10 (10.0.0.10) 56(84) bytes of data.
64 bytes from 10.0.0.10: icmp_seq=1 ttl=64 time=0.471 ms
64 bytes from 10.0.0.10: icmp_seq=2 ttl=64 time=0.580 ms
64 bytes from 10.0.0.10: icmp_seq=3 ttl=64 time=0.608 ms
64 bytes from 10.0.0.10: icmp_seq=4 ttl=64 time=0.559 ms
64 bytes from 10.0.0.10: icmp_seq=5 ttl=64 time=0.591 ms
64 bytes from 10.0.0.10: icmp_seq=6 ttl=64 time=0.948 ms
64 bytes from 10.0.0.10: icmp_seq=7 ttl=64 time=0.582 ms
64 bytes from 10.0.0.10: icmp_seq=8 ttl=64 time=0.774 ms
64 bytes from 10.0.0.10: icmp_seq=9 ttl=64 time=1.03 ms
64 bytes from 10.0.0.10: icmp_seq=10 ttl=64 time=0.801 ms
64 bytes from 10.0.0.10: icmp_seq=11 ttl=64 time=0.748 ms
64 bytes from 10.0.0.10: icmp_seq=12 ttl=64 time=1.01 ms
64 bytes from 10.0.0.10: icmp_seq=13 ttl=64 time=0.756 ms
64 bytes from 10.0.0.10: icmp_seq=14 ttl=64 time=0.678 ms
64 bytes from 10.0.0.10: icmp_seq=15 ttl=64 time=0.882 ms
64 bytes from 10.0.0.10: icmp_seq=16 ttl=64 time=0.664 ms
64 bytes from 10.0.0.10: icmp_seq=17 ttl=64 time=0.675 ms
64 bytes from 10.0.0.10: icmp_seq=18 ttl=64 time=0.886 ms
64 bytes from 10.0.0.10: icmp_seq=19 ttl=64 time=0.780 ms
64 bytes from 10.0.0.10: icmp_seq=20 ttl=64 time=0.560 ms
64 bytes from 10.0.0.10: icmp_seq=21 ttl=64 time=0.520 ms
64 bytes from 10.0.0.10: icmp_seq=22 ttl=64 time=0.564 ms
64 bytes from 10.0.0.10: icmp_seq=23 ttl=64 time=0.559 ms
64 bytes from 10.0.0.10: icmp_seq=24 ttl=64 time=1.06 ms
64 bytes from 10.0.0.10: icmp_seq=25 ttl=64 time=0.527 ms
64 bytes from 10.0.0.10: icmp_seq=26 ttl=64 time=0.897 ms
64 bytes from 10.0.0.10: icmp_seq=27 ttl=64 time=1.17 ms
64 bytes from 10.0.0.10: icmp_seq=28 ttl=64 time=0.500 ms
64 bytes from 10.0.0.10: icmp_seq=29 ttl=64 time=0.708 ms
64 bytes from 10.0.0.10: icmp_seq=30 ttl=64 time=0.760 ms
64 bytes from 10.0.0.10: icmp_seq=31 ttl=64 time=0.699 ms
64 bytes from 10.0.0.10: icmp_seq=32 ttl=64 time=0.720 ms
64 bytes from 10.0.0.10: icmp_seq=33 ttl=64 time=0.685 ms
64 bytes from 10.0.0.10: icmp_seq=34 ttl=64 time=0.797 ms
64 bytes from 10.0.0.10: icmp_seq=35 ttl=64 time=0.696 ms
64 bytes from 10.0.0.10: icmp_seq=36 ttl=64 time=0.676 ms
64 bytes from 10.0.0.10: icmp_seq=37 ttl=64 time=1.15 ms
64 bytes from 10.0.0.10: icmp_seq=38 ttl=64 time=0.708 ms
64 bytes from 10.0.0.10: icmp_seq=39 ttl=64 time=0.773 ms
64 bytes from 10.0.0.10: icmp_seq=40 ttl=64 time=0.630 ms
64 bytes from 10.0.0.10: icmp_seq=41 ttl=64 time=0.708 ms
64 bytes from 10.0.0.10: icmp_seq=42 ttl=64 time=0.752 ms
64 bytes from 10.0.0.10: icmp_seq=43 ttl=64 time=0.784 ms
64 bytes from 10.0.0.10: icmp_seq=44 ttl=64 time=0.750 ms
64 bytes from 10.0.0.10: icmp_seq=45 ttl=64 time=0.622 ms
64 bytes from 10.0.0.10: icmp_seq=46 ttl=64 time=0.777 ms
64 bytes from 10.0.0.10: icmp_seq=47 ttl=64 time=0.976 ms
64 bytes from 10.0.0.10: icmp_seq=48 ttl=64 time=0.708 ms
64 bytes from 10.0.0.10: icmp_seq=49 ttl=64 time=0.557 ms
64 bytes from 10.0.0.10: icmp_seq=50 ttl=64 time=0.704 ms

--- 10.0.0.10 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9969ms
rtt min/avg/max/mdev = 0.471/0.734/1.175/0.166 ms
