client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,8.609357723577235,0.03330282363404343
12,64,1:3,8.544032520325203,0.07257805041523024
12,64,1:6,8.259268292682927,0.17085194488558686
12,64,1:9,8.341373983739835,0.4747017859428896
