client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,9.16359349593496,0.27800712876827094
12,64,1:3,9.213626016260163,0.06955115249325747
12,64,1:6,10.208447154471544,0.4473933725448756
12,64,1:9,10.011479674796748,0.3875391145058706
