client,worker,ratio,sharded_tp_mean,sharded_tp_std,nonsharded_tp_mean,nonsharded_tp_std
12,64,1:1,2715.773333333333,77.69714809580985,2828.9900000000002,112.57850327660259
12,64,1:3,4477.98,53.81043950759017,4329.693333333334,51.764967132436226
12,64,1:6,5069.836666666667,94.92831552750133,5301.77,155.78417827237774
12,64,1:9,5471.203333333334,220.82658918003676,5571.763333333332,191.20349584205408
