client,worker,cpu_mean,cpu_std
12,8,4.033048780487807,0.09226160978486693
12,16,3.8593495934959363,0.15369625725334915
12,32,3.978097560975612,0.14966537730414806
12,64,4.180243902439026,0.126557452629945
24,8,4.039715447154473,0.07619011552349404
24,16,3.717495934959349,0.06721776088121051
24,32,5.5563008130081295,2.6976975857684073
24,64,3.82550406504065,0.1086980443962788
48,8,4.286845528455287,0.25014816337924906
48,16,3.7712195121951226,0.05239649248894208
48,32,3.7833089430894304,0.23794842807901945
48,64,3.4240162601625994,0.13379624579556793
96,8,3.820000000000002,0.06911858033790762
96,16,3.6504146341463417,0.013694740056502437
96,32,3.5521463414634127,0.044098401855425885
96,64,3.651463414634145,0.16316844335897054
144,8,4.688032520325204,0.258456616205071
144,16,4.369447154471546,0.2668560920015199
144,32,3.9558211382113804,0.05664925021922071
144,64,3.8820975609756085,0.1440970944722191
192,8,4.351975609756099,0.09629791544337266
192,16,4.177146341463416,0.1314779273103261
192,32,4.094910569105691,0.08101975565501464
192,64,4.690235772357725,0.34211608607707983
