client,worker,cpu_mean,cpu_std
12,8,2.6657398373983736,0.0990345830256868
12,16,2.852349593495935,0.023411113669397344
12,32,2.8387804878048772,0.062118195691526004
12,64,3.1429999999999993,0.10053640982537142
24,8,2.6723983739837407,0.046278885147794865
24,16,2.7706747967479655,0.035710584135343844
24,32,2.8518373983739838,0.11843559606705188
24,64,2.996024390243901,0.06561267863046968
48,8,2.705154471544716,0.047824429108616645
48,16,2.900365853658538,0.010012563989125867
48,32,3.043869918699187,0.08008610855940834
48,64,3.1633658536585347,0.028660103745422563
96,8,2.7241869918699186,0.11363404309398002
96,16,2.7260487804878046,0.05508714636128369
96,32,2.854577235772357,0.027689550680143993
96,64,3.2513089430894304,0.07466644269958743
144,8,2.859235772357723,0.021647449492615878
144,16,2.7695609756097554,0.08111054239277224
144,32,2.5820406504065034,0.0633741970302581
144,64,3.068560975609756,0.014201588223526001
192,8,3.039276422764226,0.0775090825361972
192,16,2.88370731707317,0.0378644848737324
192,32,2.7408048780487806,0.053841565155646115
192,64,2.9286991869918695,0.05627643920761455
