client,worker,netrecv_mean,netrecv_std
12,8,14692194.951219512,174642.07401715915
12,16,14570046.666666666,204097.45328105413
12,32,14475985.658536585,202082.82905421968
12,64,13980331.43089431,389288.6917862346
24,8,19110981.967479676,407656.33601074
24,16,19743668.609756097,123500.8086427243
24,32,19594013.910569105,66826.99899632223
24,64,19410323.74796748,136987.01967604415
48,8,21618041.00813008,407664.3469496584
48,16,23803310.804878045,327197.42381716095
48,32,24421739.926829267,80322.27560058562
48,64,23874043.520325202,312039.9581050646
96,8,21892373.845528454,174859.09107655965
96,16,25197046.68292683,157868.90002502967
96,32,28610547.04065041,495736.30940520286
96,64,28800489.617886174,236437.19826755655
144,8,21953276.447154474,93485.59606707645
144,16,25154657.260162603,109740.93569278138
144,32,28856638.829268295,45967.809037028885
144,64,32057214.48780488,35762.59076819905
192,8,22097963.455284555,354451.7820308015
192,16,25174053.04878049,32535.243408796494
192,32,29297109.22764228,91984.74800577946
192,64,33549475.77235772,280190.57995681895
