client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
12,8,1.933888888888889,0.011412576991207804,4.068888888888889,0.0034246744460937387
12,16,1.9472222222222222,0.012196943555610896,4.068333333333333,0.0
12,32,1.9544444444444444,0.023972721122657158,4.077222222222223,0.004157397096415428
12,64,1.971111111111111,0.015051352426826823,4.063888888888889,0.004157397096415428
24,8,2.827222222222222,0.006712803318663622,8.141111111111112,0.017497795275582057
24,16,2.757222222222222,0.011732617823301608,8.113888888888889,0.0034246744460944114
24,32,2.791111111111111,0.007856742013184042,5.687222222222222,3.3815880373459137
24,64,2.8200000000000003,0.02190044816047432,8.113333333333335,0.01186342028003498
48,8,5.063888888888889,0.03323132539719581,16.267222222222227,0.017231180465855037
48,16,4.575,0.023843626370971902,16.246666666666666,0.005931710140016991
48,32,4.453888888888888,0.011412576991207967,16.203888888888887,0.006849348892188823
48,64,4.527222222222222,0.020831481399169745,16.20277777777778,0.026747562482690494
96,8,9.968333333333334,0.0342377309736239,32.52611111111111,0.021616751620380754
96,16,8.643333333333333,0.023253832818284817,32.60055555555555,0.0784376767618882
96,32,7.557777777777777,0.027532248207475383,32.48222222222222,0.02803216847009717
96,64,7.556111111111111,0.017123372230469846,32.47277777777777,0.040467941892166896
144,8,14.890555555555556,0.051860449022734116,48.071111111111115,0.2406870310456704
144,16,12.990555555555554,0.042716406192757794,48.08444444444444,0.336403454130032
144,32,11.125555555555556,0.0522871936260115,48.105,0.1162930525615125
144,64,10.109444444444444,0.05568318672589302,47.65277777777778,0.4903444241765051
192,8,19.317222222222224,0.24158555471491597,62.1188888888889,0.30149729233270306
192,16,17.113333333333333,0.04043742307795191,61.79,0.08152482012427727
192,32,14.729444444444445,0.04669311419877866,61.83833333333333,0.12020815280171261
192,64,12.874444444444444,0.05146615812452504,60.205555555555556,1.7040916627522524
