client,worker,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
12,8,6214.388888888888,38.55870064021484,2951.0722222222225,1.7514191776392134
12,16,6174.349999999999,44.65626122579747,2951.661111111111,1.684478891468405
12,32,6146.866666666668,72.97116756840545,2948.2777777777774,0.569979423496662
12,64,6088.977777777778,49.61616062395151,2953.866666666667,5.306512420985705
24,8,8486.35,17.67215847555666,2950.8444444444444,7.021255207678793
24,16,8718.25,37.290617924421795,2958.5611111111107,1.4780701465171233
24,32,8610.877777777778,24.00278276048283,2960.5944444444444,17.5819211298788
24,64,8522.377777777778,65.07169028497086,2958.194444444444,4.093023272127023
48,8,9482.772222222222,64.10014493155936,2951.6333333333337,3.2467362529617003
48,16,10510.294444444444,59.26632660403188,2954.4166666666665,1.1152976682881486
48,32,10789.066666666668,26.13147314808163,2961.4722222222226,1.2104738384533777
48,64,10617.311111111112,51.69393963572259,2962.055555555556,4.87019151903685
96,8,9630.21111111111,32.9095965215297,2952.0833333333335,1.838930848799494
96,16,11109.127777777778,29.460929347606108,2952.5500000000006,3.9987729599448247
96,32,12707.966666666665,44.835297354750544,2956.6444444444446,2.8837454212051137
96,64,12710.361111111111,25.98689603304153,2959.6055555555554,4.504942416151348
144,8,9672.144444444444,33.23789206817738,2997.222222222222,15.688692161183875
144,16,11086.205555555556,36.413943028921786,2996.966666666667,21.972727203074687
144,32,12945.638888888889,62.86497925939353,2995.9388888888884,7.986172463532405
144,64,14244.41111111111,79.05101064471376,3024.472222222222,32.566121721055815
192,8,9941.772222222222,125.77220909345094,3093.133333333333,16.038304842539226
192,16,11221.044444444444,27.156338641191223,3111.9722222222226,3.0125150478593734
192,32,13035.166666666666,40.14225399196659,3108.5944444444444,5.419483598013413
192,64,14915.644444444444,59.55870172038128,3194.2944444444443,90.367435479058
