client,worker,cpu_mean,cpu_std
12,8,21.82120325203252,0.598299014060189
12,16,21.74160975609756,0.39721675706345516
12,32,22.11826016260163,0.28127185315472286
12,64,25.68939837398374,0.14589696767518223
24,8,43.9140081300813,0.960053989230859
24,16,43.60587804878049,0.8672033755851144
24,32,44.580878048780484,0.13901276088858286
24,64,47.582447154471545,0.5115864119424303
48,8,45.798731707317074,0.06130153867289256
48,16,61.50778048780489,0.8434876756966567
48,32,65.05711382113822,0.1424199471205792
48,64,66.26269918699187,0.47607164577499067
96,8,45.43168292682927,0.485048209578911
96,16,58.91625181857082,1.2763771159770476
96,32,76.7972032520325,0.8302555248231979
96,64,79.59213821138212,0.3113061386011039
144,8,44.30268292682927,0.1513403542866634
144,16,59.299016260162595,0.4284952279247497
144,32,76.25671544715448,0.30820208116905506
144,64,87.6517886178862,1.246573852347656
192,8,42.25429268292684,0.8228246877589654
192,16,58.40027642276423,0.7446191595543763
192,32,76.62641463414634,0.45076025144544285
192,64,90.3279918699187,0.16409273981169437
