client,worker,netsend_mean,netsend_std
12,8,885844.3414634146,6665.220112414637
12,16,876759.3577235773,4077.560181972759
12,32,874470.6178861788,9647.308231910514
12,64,861345.1869918699,9094.564445460845
24,8,1192822.4390243904,7416.656804535141
24,16,1238174.5691056913,9440.774381553287
24,32,1217342.975609756,2356.0206709499307
24,64,1208405.4471544714,10718.738289041077
48,8,1334693.2845528454,10088.695555070975
48,16,1486016.0,6929.384818947962
48,32,1523552.9593495934,5112.91417452622
48,64,1501960.1056910567,8688.61821606828
96,8,1354583.2276422763,3833.7759515303915
96,16,1604700.4550706036,56440.052586578204
96,32,1792323.6585365853,7208.991793074492
96,64,1795923.081300813,3220.4979956844713
144,8,1360271.487804878,2669.9774269161476
144,16,1560362.756097561,5443.818389981175
144,32,1824977.3089430893,3221.547692912421
144,64,2021131.1300813009,5899.960488960976
192,8,1391311.0650406505,14595.442720627501
192,16,1572917.5040650407,4202.318871364067
192,32,1827458.0731707318,9309.624051984723
192,64,2100001.0975609757,15514.896553238912
