client,worker,cpu_mean,cpu_std
12,8,7.740739837398373,0.4619846530828166
12,16,7.479691056910569,0.33863856172055895
12,32,7.558040650406505,0.45737901383598
12,64,8.025821138211382,0.07753376915411611
24,8,9.93930081300813,0.4179339390947893
24,16,10.422203252032519,0.20652592836058223
24,32,10.114089430894309,0.272784140889194
24,64,10.085219512195122,0.23528826220099786
48,8,10.90671544715447,0.1376564886846651
48,16,11.524406504065041,0.5184151665251868
48,32,12.143138211382114,0.1949086886719611
48,64,11.819430894308944,0.37189223380527486
96,8,11.035975609756095,0.2694751024763693
96,16,12.465512195121951,0.26157610725176983
96,32,14.209300813008133,0.15771238456640188
96,64,14.010235772357724,0.20531099467475591
144,8,11.272861788617886,0.13222368115190275
144,16,12.113495934959348,0.2721615514844414
144,32,14.41478861788618,0.06814735213889639
144,64,15.575512195121952,0.1241876302992117
192,8,11.686528455284554,0.1234081272318721
192,16,12.567097560975611,0.26052450260668025
192,32,14.634747967479674,0.16126205154844964
192,64,16.71588617886179,0.08373269209392463
