PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1 ttl=64 time=3.37 ms
64 bytes from 10.0.0.8: icmp_seq=2 ttl=64 time=1.26 ms
64 bytes from 10.0.0.8: icmp_seq=3 ttl=64 time=2.71 ms
64 bytes from 10.0.0.8: icmp_seq=4 ttl=64 time=1.32 ms
64 bytes from 10.0.0.8: icmp_seq=5 ttl=64 time=1.41 ms
64 bytes from 10.0.0.8: icmp_seq=6 ttl=64 time=0.991 ms
64 bytes from 10.0.0.8: icmp_seq=7 ttl=64 time=2.12 ms
64 bytes from 10.0.0.8: icmp_seq=8 ttl=64 time=1.30 ms
64 bytes from 10.0.0.8: icmp_seq=9 ttl=64 time=1.84 ms
64 bytes from 10.0.0.8: icmp_seq=10 ttl=64 time=1.02 ms
64 bytes from 10.0.0.8: icmp_seq=11 ttl=64 time=1.67 ms
64 bytes from 10.0.0.8: icmp_seq=12 ttl=64 time=1.80 ms
64 bytes from 10.0.0.8: icmp_seq=13 ttl=64 time=0.942 ms
64 bytes from 10.0.0.8: icmp_seq=14 ttl=64 time=1.12 ms
64 bytes from 10.0.0.8: icmp_seq=15 ttl=64 time=2.53 ms
64 bytes from 10.0.0.8: icmp_seq=16 ttl=64 time=1.47 ms
64 bytes from 10.0.0.8: icmp_seq=17 ttl=64 time=1.97 ms
64 bytes from 10.0.0.8: icmp_seq=18 ttl=64 time=1.58 ms
64 bytes from 10.0.0.8: icmp_seq=19 ttl=64 time=0.788 ms
64 bytes from 10.0.0.8: icmp_seq=20 ttl=64 time=2.82 ms
64 bytes from 10.0.0.8: icmp_seq=21 ttl=64 time=1.11 ms
64 bytes from 10.0.0.8: icmp_seq=22 ttl=64 time=1.26 ms
64 bytes from 10.0.0.8: icmp_seq=23 ttl=64 time=1.18 ms
64 bytes from 10.0.0.8: icmp_seq=24 ttl=64 time=2.05 ms
64 bytes from 10.0.0.8: icmp_seq=25 ttl=64 time=1.58 ms
64 bytes from 10.0.0.8: icmp_seq=26 ttl=64 time=2.81 ms
64 bytes from 10.0.0.8: icmp_seq=27 ttl=64 time=1.11 ms
64 bytes from 10.0.0.8: icmp_seq=28 ttl=64 time=2.02 ms
64 bytes from 10.0.0.8: icmp_seq=29 ttl=64 time=0.855 ms
64 bytes from 10.0.0.8: icmp_seq=30 ttl=64 time=1.62 ms
64 bytes from 10.0.0.8: icmp_seq=31 ttl=64 time=1.51 ms
64 bytes from 10.0.0.8: icmp_seq=32 ttl=64 time=1.31 ms
64 bytes from 10.0.0.8: icmp_seq=33 ttl=64 time=1.31 ms
64 bytes from 10.0.0.8: icmp_seq=34 ttl=64 time=0.811 ms
64 bytes from 10.0.0.8: icmp_seq=35 ttl=64 time=0.746 ms
64 bytes from 10.0.0.8: icmp_seq=36 ttl=64 time=2.39 ms
64 bytes from 10.0.0.8: icmp_seq=37 ttl=64 time=1.17 ms
64 bytes from 10.0.0.8: icmp_seq=38 ttl=64 time=0.807 ms
64 bytes from 10.0.0.8: icmp_seq=39 ttl=64 time=3.25 ms
64 bytes from 10.0.0.8: icmp_seq=40 ttl=64 time=1.56 ms
64 bytes from 10.0.0.8: icmp_seq=41 ttl=64 time=0.834 ms
64 bytes from 10.0.0.8: icmp_seq=42 ttl=64 time=1.48 ms
64 bytes from 10.0.0.8: icmp_seq=43 ttl=64 time=2.35 ms
64 bytes from 10.0.0.8: icmp_seq=44 ttl=64 time=1.87 ms
64 bytes from 10.0.0.8: icmp_seq=45 ttl=64 time=2.67 ms
64 bytes from 10.0.0.8: icmp_seq=46 ttl=64 time=1.04 ms
64 bytes from 10.0.0.8: icmp_seq=47 ttl=64 time=0.849 ms
64 bytes from 10.0.0.8: icmp_seq=48 ttl=64 time=1.42 ms
64 bytes from 10.0.0.8: icmp_seq=49 ttl=64 time=1.53 ms
64 bytes from 10.0.0.8: icmp_seq=50 ttl=64 time=1.82 ms

--- 10.0.0.8 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9852ms
rtt min/avg/max/mdev = 0.746/1.610/3.375/0.663 ms
