client,netsend_mean,netsend_std
6,138479.3606557377,857.3170693372717
24,136613.6885245902,471.900754540217
48,148248.54644808744,311.7481878130789
96,141257.75956284153,2357.018875536444
144,147815.34426229508,3115.396395064131
192,155182.87978142078,2173.9798064680726
240,163611.6338797814,5889.541515272249
