client,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
6,6463.027777777777,119.08857762601575,2930.85,1.0814941653238463
24,9714.787431693987,201.54419948106062,2937.1515482695813,3.9206211478414628
48,11527.266666666668,88.64410427220919,2937.13014571949,1.306510435860737
96,13961.37714025501,108.90278270512168,2932.211930783242,3.920064459750055
144,15076.617030965392,288.29266856483184,2924.6338797814205,3.5328365427858257
192,15137.84480874317,306.9396710276169,2916.308828551913,4.480980941315337
240,15031.838524590165,425.2412718770162,2910.4846418148904,2.5376755788201057
