client,netrecv_mean,netrecv_std
6,3956216.62295082,25679.35818945815
24,3906721.9180327873,17200.818567053524
48,4234243.202185792,9052.071291290527
96,4015154.617486339,74085.36449258371
144,4033774.6666666665,87374.5276293145
192,4076970.0710382513,50350.63438007593
240,4140406.043715847,140557.9642338382
