client,netrecv_mean,netrecv_std
6,441658.081967213,182.82770158611268
24,442964.2568306011,569.6936603760189
48,443041.69945355196,239.33585745153835
96,444682.71038251364,183.04749601761
144,461869.98907103826,267.21937212605434
192,478561.8907103825,934.7978277835614
240,501013.79234972683,6937.30523875758
