client,netrecv_mean,netrecv_std
6,285930.5519125683,8751.662470110661
24,431350.45901639346,24074.15099675288
48,522314.6120218579,9435.16721703379
96,636309.1092896174,8068.942372011141
144,694816.5136612022,22655.534612682644
192,684223.1584699453,20710.86897476176
240,693610.9508196722,16999.430651884206
