client,netsend_mean,netsend_std
6,8510976.19125683,262388.0103778381
24,12869813.650273224,721467.4979623839
48,15672452.12021858,304453.1426044841
96,19301604.508196723,246481.05567712785
144,21074773.098360654,701943.519090358
192,20749655.56284153,646830.1867031094
240,21042438.04918033,528214.9495099336
