client,netsend_mean,netsend_std
6,907590.3770491803,16714.288547288845
24,1362135.1420765028,27824.400548159705
48,1615130.1420765028,14247.84329301931
96,1952307.4098360657,15658.190264772707
144,2113644.693989071,40939.97638434456
192,2121855.4590163934,39307.54183086596
240,2106630.4371584696,54409.667808534665
