client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,13522933.15151515,270222.9587250046
12,64,1:3,13737897.787878789,234434.91006907
12,64,1:6,13965176.696969695,131111.3680415688
12,64,1:9,14006041.727272728,56530.80019243273
