client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,9.145424242424241,0.48990664390563676
12,64,1:3,9.963666666666668,0.5465010886110628
12,64,1:6,9.202121212121211,0.23722925798647077
12,64,1:9,10.039181818181818,0.6319205803221715
