client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4507571.878787879,35262.138403920995
12,64,1:3,6648489.787878788,129822.8341511952
12,64,1:6,7649951.515151516,73416.29368312663
12,64,1:9,8052820.242424242,58668.56520965377
