client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,12862313.090909092,243596.11129325413
12,64,1:3,13576700.15151515,162714.40911848785
12,64,1:6,13974863.93939394,88030.5257386943
12,64,1:9,13675974.87878788,123245.25049286374
