client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4453186.878787879,42356.6628657854
12,64,1:3,6647396.696969696,63035.57306504158
12,64,1:6,7687080.575757575,8142.7767149748415
12,64,1:9,7905616.333333333,113467.79691942722
