client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,12566080.272727273,117458.53010130464
12,64,1:3,6811713.757575758,60948.433413781146
12,64,1:6,4138033.3636363638,3399.1770378188107
12,64,1:9,2944553.878787879,41436.18174447381
