client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,4360241.242424242,55901.49310169689
12,64,1:3,6763785.393939394,37039.58148926486
12,64,1:6,7933539.030303031,37610.3949559178
12,64,1:9,8182653.333333333,68859.47867494199
