client,worker,ratio,sharded_tp_mean,sharded_tp_std,nonsharded_tp_mean,nonsharded_tp_std
12,64,1:1,2715.4533333333334,34.23151212292852,2761.523333333334,22.9908174906611
12,64,1:3,4319.906666666667,35.066561786915756,4393.06,6.6604554398830444
12,64,1:6,5064.06,19.044889078175512,5101.046666666667,71.89573438127056
12,64,1:9,5328.85,58.893858763032085,5400.953333333334,66.1505940176574
