client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,12719839.666666666,99607.04539505439
12,64,1:3,6809467.606060606,130416.08246803902
12,64,1:6,4115984.121212121,39024.38407808663
12,64,1:9,2998860.4545454546,21601.850456906224
