client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,18.92848484848485,0.7072349617296546
12,64,1:3,16.014121212121214,1.1045753115638772
12,64,1:6,14.723515151515153,0.6416353604040572
12,64,1:9,14.526939393939395,0.07200284404137158
