client,worker,rep,write_tp,read_tp
192,8,1,4496.871700926278,6779.789123630673
192,8,2,4449.242957746479,6754.585458698135
192,8,3,4573.664123630673,6891.3557395423595
192,32,1,7913.431100114198,8801.482679862962
192,32,2,7673.071553948314,8801.223448800914
192,32,3,7710.245476665165,8807.194328130947
