client,worker,rep,write_tp,read_tp
192,8,1,8343.416046277667,8796.55875251502
192,8,2,8268.532276995305,8796.55875251509
192,8,3,8275.229314777554,8800.024033087413
192,32,1,11651.347272524034,8803.581768388107
192,32,2,11634.223395931143,8804.601525821596
192,32,3,11562.178085177733,8801.150430359938
