client,worker,rep,write_rt,read_rt
192,8,1,19.960979814069603,65.46938869327074
192,8,2,18.9321918175721,65.34623924100156
192,8,3,19.524529864371413,65.34623924100154
192,32,1,15.10149530516432,65.45236893583724
192,32,2,15.238412623891497,65.401848759222
192,32,3,15.238412623891498,65.43087865153888
