client,worker,rep,write_rt,read_rt
192,8,1,41.63460610258145,28.352570422535212
192,8,2,43.24004760041731,28.466037304910543
192,8,3,41.81807902973396,27.891105700771192
192,32,1,21.27856173074483,21.808613754599666
192,32,2,25.049577658644562,21.802087298566175
192,32,3,23.617076946713258,21.787669077528236
