client,worker,rep,write_rt,read_rt
192,8,1,24.72032863849765,65.413284428795
192,8,2,31.94724830464267,65.39361828377673
192,8,3,30.878300747931032,65.41935119979135
192,32,1,24.259732267478743,65.67775430359937
192,32,2,23.977901304121023,65.38103416797078
192,32,3,20.987349285905623,65.4110993740219
