client,worker,rep,write_tp,read_tp
192,8,1,9623.037312765482,2931.281494522692
192,8,2,9616.947954393025,2933.6216744913927
192,8,3,9583.812010954616,2933.6216744913928
192,32,1,12722.147283702212,2933.3272691705793
192,32,2,12707.67267493852,2934.3569416498995
192,32,3,12707.67267493858,2933.152582159624
