client,worker,rep,write_rt,read_rt
192,8,1,23.040688510693794,22.22184238765923
192,8,2,21.805299621804902,22.22184238765929
192,8,3,20.401770213875846,21.947114399359112
192,32,1,16.484363402638053,21.82408744131455
192,32,2,16.507637584767867,21.817502608242048
192,32,3,16.61186394291676,21.83336528429838
