client,worker,rep,write_tp,read_tp
192,8,1,6160.802816901409,2935.0956572769956
192,8,2,6013.759585289515,2933.1338028169016
192,8,3,6158.522268747621,2932.1469092331768
192,32,1,7921.961362771222,2921.39417057903
192,32,2,7957.085978090767,2934.6445618153366
192,32,3,7694.520989299159,2935.3939749608767
