client,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
12,1791.3533333333332,185.81887055828193,1087.9783333333332,76.03352054996682
24,3077.6083333333336,274.5463222856129,1088.9883333333332,97.87166740459446
