client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4485892.219512195,238146.46106508002
12,64,1:3,6266637.934959349,149970.65438725316
12,64,1:6,7743307.235772359,338760.10403715493
12,64,1:9,8083471.30894309,343399.97270767216
