client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,13.212585365853661,0.7057615536516081
12,64,1:3,11.729674796747966,0.8449040311569674
12,64,1:6,10.267317073170732,0.6567190205115472
12,64,1:9,10.622252032520326,1.5366327379887454
