client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,8.366569105691056,0.25325005989131205
12,64,1:3,8.483317073170733,0.13570272446391093
12,64,1:6,8.08381300813008,0.193619861933868
12,64,1:9,7.944878048780488,0.3764590103534569
