client,mw,sharded,ratio,latency,weight
1,2,true,1:6,71,0.25
1,2,true,1:6,72,0.25
1,2,true,1:6,73,0.19999999999998863
1,2,true,1:6,74,0.28000000000000114
1,2,true,1:6,75,0.21999999999999886
1,2,true,1:6,76,0.22000000000001307
1,2,true,1:6,77,0.22999999999998977
1,2,true,1:6,78,0.18999999999999773
1,2,true,1:6,79,0.20000000000000284
1,2,true,1:6,80,0.18999999999999773
1,2,true,1:6,81,0.20000000000000284
1,2,true,1:6,82,0.1599999999999966
1,2,true,1:6,83,0.13000000000000966
1,2,true,1:6,84,0.20000000000000284
1,2,true,1:6,85,0.12999999999999545
1,2,true,1:6,86,0.15000000000000568
1,2,true,1:6,87,0.14000000000000057
1,2,true,1:6,88,0.10999999999999943
1,2,true,1:6,89,0.11999999999997613
1,2,true,1:6,90,0.12000000000003297
1,2,true,1:6,91,0.08999999999997499
1,2,true,1:6,92,0.09000000000000341
1,2,true,1:6,93,0.07000000000000739
1,2,true,1:6,94,0.07000000000000739
1,2,true,1:6,95,0.0799999999999983
1,2,true,1:6,96,0.030000000000001137
1,2,true,1:6,97,0.06999999999999318
1,2,true,1:6,98,0.04000000000000625
1,2,true,1:6,99,0.04999999999998295
1,2,true,1:6,100,0.20000000000001705
2,2,true,1:6,1,0
2,2,true,1:6,2,0
2,2,true,1:6,3,0
2,2,true,1:6,4,0
2,2,true,1:6,5,0
2,2,true,1:6,6,0
2,2,true,1:6,7,0
2,2,true,1:6,8,0.02
2,2,true,1:6,9,0.31000000000000005
2,2,true,1:6,10,6.03
2,2,true,1:6,11,13.030000000000001
2,2,true,1:6,12,20.769999999999996
2,2,true,1:6,13,24.86
2,2,true,1:6,14,25.33
2,2,true,1:6,15,24.180000000000003
2,2,true,1:6,16,20.269999999999996
2,2,true,1:6,17,17.599999999999994
2,2,true,1:6,18,14.620000000000005
2,2,true,1:6,19,12.579999999999991
2,2,true,1:6,20,10.600000000000016
2,2,true,1:6,21,9.060000000000002
2,2,true,1:6,22,7.559999999999995
2,2,true,1:6,23,6.430000000000014
2,2,true,1:6,24,5.219999999999985
2,2,true,1:6,25,4.599999999999994
2,2,true,1:6,26,4.150000000000006
2,2,true,1:6,27,3.3800000000000097
2,2,true,1:6,28,3.1500000000000057
2,2,true,1:6,29,2.9299999999999926
2,2,true,1:6,30,2.769999999999996
2,2,true,1:6,31,2.4099999999999966
2,2,true,1:6,32,2.1799999999999926
2,2,true,1:6,33,2.019999999999996
2,2,true,1:6,34,1.9300000000000068
2,2,true,1:6,35,2.010000000000005
2,2,true,1:6,36,1.7399999999999949
2,2,true,1:6,37,1.7600000000000051
2,2,true,1:6,38,1.75
2,2,true,1:6,39,1.75
2,2,true,1:6,40,1.779999999999987
2,2,true,1:6,41,1.6100000000000136
2,2,true,1:6,42,1.6799999999999926
2,2,true,1:6,43,1.8400000000000176
2,2,true,1:6,44,1.7899999999999778
2,2,true,1:6,45,1.7400000000000233
2,2,true,1:6,46,1.6499999999999915
2,2,true,1:6,47,1.7399999999999949
2,2,true,1:6,48,1.8799999999999955
2,2,true,1:6,49,1.9500000000000028
2,2,true,1:6,50,1.8200000000000074
2,2,true,1:6,51,1.6800000000000068
2,2,true,1:6,52,1.559999999999988
2,2,true,1:6,53,1.5100000000000051
2,2,true,1:6,54,1.3900000000000006
2,2,true,1:6,55,1.2199999999999989
2,2,true,1:6,56,1.0699999999999932
2,2,true,1:6,57,0.9399999999999977
2,2,true,1:6,58,0.7900000000000063
2,2,true,1:6,59,0.7199999999999989
2,2,true,1:6,60,0.7000000000000028
2,2,true,1:6,61,0.6299999999999812
2,2,true,1:6,62,0.5300000000000153
2,2,true,1:6,63,0.4900000000000091
2,2,true,1:6,64,0.4299999999999926
2,2,true,1:6,65,0.4399999999999977
2,2,true,1:6,66,0.480000000000004
2,2,true,1:6,67,0.38000000000000966
2,2,true,1:6,68,0.36999999999999034
2,2,true,1:6,69,0.3500000000000085
2,2,true,1:6,70,0.3599999999999852
2,2,true,1:6,71,0.39000000000000057
2,2,true,1:6,72,0.36000000000001364
2,2,true,1:6,73,0.3699999999999761
2,2,true,1:6,74,0.29000000000002046
2,2,true,1:6,75,0.28999999999999204
2,2,true,1:6,76,0.28000000000000114
2,2,true,1:6,77,0.2599999999999909
2,2,true,1:6,78,0.2600000000000193
2,2,true,1:6,79,0.29999999999999716
2,2,true,1:6,80,0.269999999999996
2,2,true,1:6,81,0.22999999999998977
2,2,true,1:6,82,0.2600000000000051
2,2,true,1:6,83,0.23000000000000398
2,2,true,1:6,84,0.20999999999997954
2,2,true,1:6,85,0.21000000000002217
2,2,true,1:6,86,0.19999999999998863
2,2,true,1:6,87,0.19000000000001194
2,2,true,1:6,88,0.20000000000000284
2,2,true,1:6,89,0.18999999999999773
2,2,true,1:6,90,0.1699999999999875
2,2,true,1:6,91,0.1599999999999966
2,2,true,1:6,92,0.14000000000001478
2,2,true,1:6,93,0.15000000000000568
2,2,true,1:6,94,0.06999999999999318
2,2,true,1:6,95,0.11999999999999034
2,2,true,1:6,96,0.09000000000000341
2,2,true,1:6,97,0.09000000000000341
2,2,true,1:6,98,0.0799999999999983
2,2,true,1:6,99,0.04999999999999716
2,2,true,1:6,100,0.29999999999999716
3,2,true,1:6,1,0
3,2,true,1:6,2,0
3,2,true,1:6,3,0
3,2,true,1:6,4,0
3,2,true,1:6,5,0
3,2,true,1:6,6,0
3,2,true,1:6,7,0.14999999999999997
3,2,true,1:6,8,2.5
3,2,true,1:6,9,10.809999999999999
3,2,true,1:6,10,35.13
3,2,true,1:6,11,30.570000000000004
3,2,true,1:6,12,30.309999999999995
3,2,true,1:6,13,25.930000000000003
3,2,true,1:6,14,21.5
3,2,true,1:6,15,16.949999999999996
3,2,true,1:6,16,13.159999999999997
3,2,true,1:6,17,10.690000000000012
3,2,true,1:6,18,9.100000000000009
3,2,true,1:6,19,7.4199999999999875
3,2,true,1:6,20,6.109999999999999
3,2,true,1:6,21,5.030000000000001
3,2,true,1:6,22,4.25
3,2,true,1:6,23,3.6999999999999886
3,2,true,1:6,24,3.190000000000012
3,2,true,1:6,25,2.719999999999999
3,2,true,1:6,26,2.4099999999999966
3,2,true,1:6,27,2.269999999999996
3,2,true,1:6,28,2.190000000000012
3,2,true,1:6,29,1.8299999999999983
3,2,true,1:6,30,1.75
3,2,true,1:6,31,1.75
3,2,true,1:6,32,1.5400000000000063
3,2,true,1:6,33,1.6099999999999852
3,2,true,1:6,34,1.5600000000000023
3,2,true,1:6,35,1.470000000000013
3,2,true,1:6,36,1.4499999999999886
3,2,true,1:6,37,1.4000000000000057
3,2,true,1:6,38,1.4899999999999807
3,2,true,1:6,39,1.4800000000000182
3,2,true,1:6,40,1.5899999999999892
3,2,true,1:6,41,1.5900000000000034
3,2,true,1:6,42,1.6099999999999994
3,2,true,1:6,43,1.6300000000000097
3,2,true,1:6,44,1.6999999999999886
3,2,true,1:6,45,1.6800000000000068
3,2,true,1:6,46,1.6500000000000057
3,2,true,1:6,47,1.7699999999999818
3,2,true,1:6,48,1.8900000000000148
3,2,true,1:6,49,1.7800000000000011
3,2,true,1:6,50,1.6199999999999903
3,2,true,1:6,51,1.5
3,2,true,1:6,52,1.2800000000000011
3,2,true,1:6,53,1.1700000000000017
3,2,true,1:6,54,1.1200000000000045
3,2,true,1:6,55,0.960000000000008
3,2,true,1:6,56,0.7399999999999949
3,2,true,1:6,57,0.6499999999999915
3,2,true,1:6,58,0.6000000000000085
3,2,true,1:6,59,0.5799999999999841
3,2,true,1:6,60,0.4700000000000131
3,2,true,1:6,61,0.4399999999999977
3,2,true,1:6,62,0.39000000000000057
3,2,true,1:6,63,0.37000000000000455
3,2,true,1:6,64,0.4000000000000057
3,2,true,1:6,65,0.35999999999999943
3,2,true,1:6,66,0.3599999999999852
3,2,true,1:6,67,0.27000000000001023
3,2,true,1:6,68,0.3400000000000034
3,2,true,1:6,69,0.30999999999998806
3,2,true,1:6,70,0.3300000000000125
3,2,true,1:6,71,0.29999999999999716
3,2,true,1:6,72,0.2600000000000051
3,2,true,1:6,73,0.2400000000000091
3,2,true,1:6,74,0.2699999999999818
3,2,true,1:6,75,0.2600000000000051
3,2,true,1:6,76,0.1799999999999926
3,2,true,1:6,77,0.22000000000001307
3,2,true,1:6,78,0.21999999999999886
3,2,true,1:6,79,0.23000000000000398
3,2,true,1:6,80,0.21999999999998465
3,2,true,1:6,81,0.20000000000001705
3,2,true,1:6,82,0.16999999999997328
3,2,true,1:6,83,0.15000000000000568
3,2,true,1:6,84,0.14000000000001478
3,2,true,1:6,85,0.14000000000000057
3,2,true,1:6,86,0.12999999999999545
3,2,true,1:6,87,0.1599999999999966
3,2,true,1:6,88,0.12000000000000455
3,2,true,1:6,89,0.14000000000000057
3,2,true,1:6,90,0.06999999999999318
3,2,true,1:6,91,0.12000000000000455
3,2,true,1:6,92,0.10000000000000853
3,2,true,1:6,93,0.05999999999998806
3,2,true,1:6,94,0.09999999999999432
3,2,true,1:6,95,0.060000000000002274
3,2,true,1:6,96,0.060000000000002274
3,2,true,1:6,97,0.060000000000002274
3,2,true,1:6,98,0.060000000000002274
3,2,true,1:6,99,0.04999999999999716
3,2,true,1:6,100,0.1700000000000017
1,1,false,1:6,1,0
1,1,false,1:6,2,0
1,1,false,1:6,3,0
1,1,false,1:6,4,0
1,1,false,1:6,5,0
1,1,false,1:6,6,0.0
1,1,false,1:6,7,0.2800000000000001
1,1,false,1:6,8,3.3399999999999994
1,1,false,1:6,9,12.049999999999997
1,1,false,1:6,10,35.97
1,1,false,1:6,11,34.76
1,1,false,1:6,12,38.18
1,1,false,1:6,13,36.43
1,1,false,1:6,14,30.760000000000005
1,1,false,1:6,15,23.29999999999999
1,1,false,1:6,16,17.060000000000002
1,1,false,1:6,17,12.39
1,1,false,1:6,18,9.38000000000001
1,1,false,1:6,19,7.240000000000009
1,1,false,1:6,20,5.569999999999979
1,1,false,1:6,21,4.3500000000000085
1,1,false,1:6,22,3.4499999999999886
1,1,false,1:6,23,2.6099999999999994
1,1,false,1:6,24,2.1700000000000017
1,1,false,1:6,25,1.8200000000000074
1,1,false,1:6,26,1.4599999999999937
1,1,false,1:6,27,1.2800000000000153
1,1,false,1:6,28,1.0799999999999983
1,1,false,1:6,29,0.9499999999999886
1,1,false,1:6,30,0.7900000000000063
1,1,false,1:6,31,0.7099999999999937
1,1,false,1:6,32,0.6799999999999926
1,1,false,1:6,33,0.5900000000000034
1,1,false,1:6,34,0.5300000000000153
1,1,false,1:6,35,0.569999999999979
1,1,false,1:6,36,0.5000000000000142
1,1,false,1:6,37,0.5100000000000051
1,1,false,1:6,38,0.4299999999999926
1,1,false,1:6,39,0.480000000000004
1,1,false,1:6,40,0.47999999999998977
1,1,false,1:6,41,0.43000000000002103
1,1,false,1:6,42,0.3999999999999915
1,1,false,1:6,43,0.37999999999999545
1,1,false,1:6,44,0.39000000000000057
1,1,false,1:6,45,0.4200000000000017
1,1,false,1:6,46,0.39000000000000057
1,1,false,1:6,47,0.3199999999999932
1,1,false,1:6,48,0.3300000000000125
1,1,false,1:6,49,0.3499999999999943
1,1,false,1:6,50,0.23999999999999488
1,1,false,1:6,51,0.22000000000001307
1,1,false,1:6,52,0.1799999999999784
1,1,false,1:6,53,0.25
1,1,false,1:6,54,0.18000000000000682
1,1,false,1:6,55,0.12000000000000455
1,1,false,1:6,56,0.12999999999999545
1,1,false,1:6,57,0.10000000000000853
1,1,false,1:6,58,0.13999999999998636
1,1,false,1:6,59,0.11000000000001364
1,1,false,1:6,60,0.09000000000000341
1,1,false,1:6,61,0.14000000000000057
1,1,false,1:6,62,0.09000000000000341
1,1,false,1:6,63,0.11999999999999034
1,1,false,1:6,64,0.10000000000000853
1,1,false,1:6,65,0.07999999999998408
1,1,false,1:6,66,0.10999999999999943
1,1,false,1:6,67,0.0799999999999983
1,1,false,1:6,68,0.09000000000000341
1,1,false,1:6,69,0.0800000000000125
1,1,false,1:6,70,0.09999999999999432
1,1,false,1:6,71,0.07000000000000739
1,1,false,1:6,72,0.09999999999999432
1,1,false,1:6,73,0.0799999999999983
1,1,false,1:6,74,0.09000000000000341
1,1,false,1:6,75,0.0799999999999983
1,1,false,1:6,76,0.07999999999998408
1,1,false,1:6,77,0.09000000000000341
1,1,false,1:6,78,0.060000000000016485
1,1,false,1:6,79,0.060000000000002274
1,1,false,1:6,80,0.04999999999998295
1,1,false,1:6,81,0.05000000000001137
1,1,false,1:6,82,0.09000000000000341
1,1,false,1:6,83,0.060000000000002274
1,1,false,1:6,84,0.03999999999999204
1,1,false,1:6,85,0.06999999999999318
1,1,false,1:6,86,0.04000000000000625
1,1,false,1:6,87,0.03999999999999204
1,1,false,1:6,88,0.030000000000001137
1,1,false,1:6,89,0.020000000000010232
1,1,false,1:6,90,0.03999999999997783
1,1,false,1:6,91,0.030000000000015348
1,1,false,1:6,92,0.020000000000010232
1,1,false,1:6,93,0.01999999999999602
1,1,false,1:6,94,0.03999999999999204
