client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4475001.699186992,211088.55786869075
12,64,1:3,2362777.81300813,57010.188881510636
12,64,1:6,1643450.43902439,75494.38299496852
12,64,1:9,1251561.4471544714,57312.54844884063
