client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,26724182.1300813,954387.2877933908
12,64,1:3,21416914.886178862,122062.68448185432
12,64,1:6,19133869.991869915,106833.05250121388
12,64,1:9,17929789.300813008,211121.85527126002
