client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,12221440.495934961,627836.4461325632
12,64,1:3,6984119.463414635,215847.5490725014
12,64,1:6,3975861.4878048785,112618.34036370473
12,64,1:9,2949551.2764227646,161845.09479969024
