client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4282469.073170732,226340.6170752057
12,64,1:3,2590023.430894309,80780.77659931866
12,64,1:6,1553309.1788617887,51992.45552360764
12,64,1:9,1230857.6097560974,62859.395281365825
