latency,weight
1,0
2,0
3,1
4,1120
5,26195
6,66801
7,61524
8,37515
9,21947
10,13903
11,9544
12,7252
13,5279
14,4127
15,3178
16,2446
17,2009
18,1718
19,1477
20,1173
21,1009
22,890
23,768
24,708
25,603
26,608
27,502
28,463
29,441
30,381
31,357
32,349
33,310
34,271
35,293
36,264
37,250
38,240
39,207
40,195
41,188
42,177
43,185
44,160
45,183
46,202
47,194
48,167
49,123
50,132
51,131
52,141
53,142
54,127
55,140
56,111
57,128
58,116
59,104
60,104
61,107
62,96
63,91
64,89
65,83
66,81
67,73
68,68
69,50
70,60
71,56
72,43
73,36
74,46
75,43
76,49
77,37
78,34
79,24
80,31
81,28
82,29
83,23
84,26
85,18
86,19
87,20
88,25
89,15
90,19
91,11
92,22
93,12
94,19
95,11
96,13
97,12
98,9
99,9
100,5
