latency,weight
1,0
2,0
3,0
4,85
5,5801
6,34173
7,53462
8,45018
9,29931
10,18645
11,12413
12,8628
13,6424
14,4761
15,3657
16,3070
17,2328
18,1904
19,1579
20,1315
21,1127
22,960
23,848
24,721
25,712
26,619
27,545
28,508
29,461
30,391
31,368
32,332
33,356
34,308
35,302
36,315
37,278
38,246
39,206
40,194
41,217
42,185
43,201
44,193
45,184
46,181
47,184
48,177
49,148
50,164
51,130
52,135
53,119
54,113
55,113
56,115
57,95
58,80
59,110
60,92
61,82
62,74
63,74
64,79
65,62
66,68
67,52
68,54
69,52
70,35
71,40
72,43
73,47
74,40
75,31
76,35
77,30
78,32
79,34
80,25
81,27
82,18
83,19
84,20
85,24
86,19
87,26
88,14
89,16
90,16
91,12
92,12
93,6
94,11
95,10
96,8
97,9
98,13
99,5
100,7
