latency,weight
1,0
2,0
3,0
4,146
5,7373
6,37518
7,55005
8,44352
9,28782
10,18191
11,12211
12,8671
13,6395
14,4827
15,3864
16,2934
17,2329
18,1877
19,1572
20,1331
21,1129
22,953
23,839
24,689
25,672
26,591
27,545
28,495
29,463
30,416
31,360
32,362
33,336
34,288
35,307
36,282
37,263
38,207
39,198
40,210
41,193
42,153
43,183
44,193
45,184
46,164
47,162
48,179
49,174
50,122
51,135
52,135
53,121
54,122
55,116
56,117
57,96
58,103
59,108
60,85
61,82
62,90
63,58
64,76
65,65
66,67
67,65
68,47
69,48
70,49
71,41
72,53
73,44
74,46
75,37
76,31
77,27
78,28
79,30
80,26
81,16
82,30
83,19
84,23
85,29
86,24
87,20
88,22
89,15
90,12
91,4
92,6
93,7
94,10
95,7
96,5
97,8
98,8
99,6
100,12
