latency,weight
1,0
2,0
3,0
4,188
5,9606
6,41115
7,55084
8,42449
9,27210
10,17280
11,11517
12,8318
13,5939
14,4485
15,3624
16,2759
17,2215
18,1789
19,1501
20,1262
21,1036
22,899
23,831
24,682
25,638
26,551
27,482
28,486
29,414
30,430
31,372
32,341
33,344
34,315
35,299
36,243
37,256
38,233
39,229
40,234
41,214
42,216
43,182
44,183
45,174
46,169
47,183
48,148
49,162
50,127
51,163
52,129
53,130
54,108
55,119
56,106
57,95
58,111
59,111
60,91
61,79
62,78
63,67
64,76
65,55
66,74
67,45
68,64
69,66
70,35
71,55
72,37
73,31
74,41
75,34
76,31
77,35
78,27
79,20
80,15
81,29
82,30
83,22
84,20
85,17
86,23
87,16
88,13
89,17
90,16
91,13
92,12
93,16
94,20
95,10
96,11
97,6
98,8
99,11
100,6
