latency,weight
1,0
2,0
3,0
4,98
5,3779
6,18126
7,27523
8,23865
9,16199
10,10350
11,6714
12,4619
13,3297
14,2455
15,1776
16,1348
17,1115
18,837
19,753
20,613
21,527
22,456
23,415
24,353
25,342
26,289
27,281
28,232
29,212
30,182
31,171
32,148
33,147
34,141
35,129
36,122
37,129
38,131
39,116
40,91
41,110
42,103
43,100
44,88
45,119
46,105
47,97
48,87
49,98
50,65
51,75
52,70
53,64
54,62
55,67
56,61
57,58
58,64
59,48
60,53
61,30
62,44
63,41
64,43
65,40
66,38
67,39
68,30
69,27
70,19
71,24
72,25
73,15
74,20
75,18
76,13
77,14
78,19
79,19
80,15
81,14
82,14
83,18
84,13
85,13
86,8
87,8
88,7
89,4
90,10
91,11
92,7
93,6
94,5
95,10
96,5
97,6
98,3
99,6
100,6
