latency,weight
1,0
2,0
3,0
4,2339
5,36029
6,71878
7,56525
8,32893
9,19864
10,12882
11,9092
12,6684
13,4988
14,3911
15,3047
16,2399
17,1929
18,1611
19,1320
20,1067
21,945
22,870
23,785
24,688
25,627
26,512
27,530
28,467
29,393
30,369
31,364
32,324
33,371
34,325
35,312
36,278
37,275
38,245
39,264
40,237
41,218
42,239
43,195
44,220
45,196
46,174
47,177
48,173
49,140
50,155
51,143
52,158
53,155
54,118
55,134
56,127
57,94
58,119
59,96
60,123
61,120
62,104
63,98
64,105
65,98
66,83
67,74
68,86
69,66
70,57
71,48
72,48
73,53
74,37
75,35
76,44
77,26
78,38
79,27
80,26
81,40
82,23
83,35
84,24
85,18
86,32
87,24
88,15
89,24
90,17
91,16
92,15
93,13
94,19
95,12
96,12
97,10
98,11
99,16
100,6
