latency,weight
1,0
2,0
3,0
4,933
5,22918
6,56536
7,51295
8,32044
9,19018
10,12048
11,8356
12,6105
13,4494
14,3450
15,2678
16,2028
17,1609
18,1428
19,1146
20,958
21,876
22,683
23,641
24,590
25,468
26,461
27,392
28,347
29,353
30,302
31,283
32,288
33,284
34,226
35,233
36,232
37,191
38,181
39,218
40,150
41,188
42,176
43,168
44,141
45,151
46,147
47,123
48,153
49,121
50,117
51,124
52,131
53,96
54,98
55,94
56,96
57,87
58,79
59,88
60,78
61,77
62,106
63,89
64,83
65,71
66,73
67,58
68,45
69,50
70,41
71,56
72,36
73,42
74,41
75,30
76,26
77,32
78,30
79,25
80,27
81,23
82,22
83,19
84,20
85,27
86,19
87,15
88,23
89,17
90,7
91,21
92,16
93,20
94,12
95,15
96,11
97,6
98,11
99,6
100,7
