latency,weight
1,0
2,0
3,0
4,81
5,7372
6,40115
7,59393
8,46430
9,29346
10,18741
11,12418
12,8504
13,6491
14,4883
15,3818
16,3026
17,2365
18,2012
19,1536
20,1357
21,1222
22,1062
23,845
24,775
25,737
26,619
27,548
28,530
29,458
30,435
31,397
32,356
33,332
34,328
35,310
36,265
37,247
38,236
39,248
40,248
41,218
42,195
43,198
44,192
45,181
46,203
47,181
48,150
49,180
50,145
51,153
52,115
53,129
54,158
55,126
56,132
57,108
58,103
59,94
60,80
61,83
62,68
63,75
64,74
65,71
66,71
67,65
68,57
69,51
70,46
71,44
72,47
73,35
74,35
75,36
76,31
77,49
78,39
79,24
80,19
81,26
82,29
83,22
84,24
85,23
86,22
87,18
88,21
89,19
90,14
91,12
92,12
93,13
94,16
95,10
96,11
97,10
98,12
99,11
100,7
