latency,weight
1,0
2,0
3,0
4,2007
5,32053
6,61875
7,48963
8,28919
9,17195
10,10967
11,7632
12,5514
13,4212
14,3074
15,2423
16,1907
17,1573
18,1339
19,1057
20,906
21,765
22,685
23,585
24,513
25,444
26,416
27,389
28,326
29,303
30,298
31,270
32,263
33,238
34,257
35,212
36,209
37,213
38,195
39,172
40,201
41,163
42,154
43,128
44,163
45,160
46,168
47,138
48,115
49,115
50,101
51,101
52,112
53,84
54,88
55,103
56,116
57,92
58,100
59,80
60,98
61,88
62,83
63,57
64,82
65,84
66,62
67,58
68,63
69,54
70,46
71,44
72,33
73,31
74,36
75,42
76,31
77,31
78,31
79,26
80,36
81,20
82,27
83,25
84,26
85,29
86,19
87,23
88,24
89,19
90,14
91,17
92,18
93,17
94,16
95,10
96,9
97,13
98,8
99,11
100,9
