requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.2384702488851196,24107.453855366104,100500.35453897306,19722.450099488808,795067.9874974953,21835.21522202081,214597
