latency,weight
1,0
2,0
3,0
4,1035
5,16778
6,36169
7,31325
8,19788
9,11730
10,7568
11,4959
12,3487
13,2660
14,1957
15,1572
16,1161
17,980
18,751
19,627
20,524
21,486
22,418
23,347
24,288
25,291
26,217
27,230
28,207
29,174
30,174
31,167
32,143
33,153
34,140
35,121
36,104
37,113
38,115
39,94
40,103
41,90
42,102
43,92
44,83
45,76
46,91
47,87
48,100
49,74
50,64
51,58
52,67
53,68
54,56
55,67
56,67
57,59
58,56
59,59
60,56
61,51
62,54
63,58
64,49
65,58
66,44
67,47
68,41
69,37
70,25
71,29
72,22
73,18
74,15
75,20
76,12
77,15
78,17
79,11
80,7
81,15
82,14
83,10
84,9
85,10
86,15
87,11
88,10
89,11
90,11
91,6
92,10
93,11
94,7
95,3
96,6
97,7
98,6
99,4
100,5
