latency,weight
1,0
2,0
3,0
4,517
5,10970
6,28922
7,28576
8,19602
9,12305
10,7508
11,5140
12,3558
13,2657
14,1994
15,1518
16,1155
17,950
18,846
19,636
20,561
21,518
22,476
23,408
24,309
25,291
26,306
27,274
28,261
29,253
30,219
31,210
32,212
33,218
34,209
35,189
36,206
37,175
38,189
39,176
40,180
41,174
42,178
43,159
44,153
45,153
46,147
47,155
48,143
49,127
50,121
51,133
52,122
53,113
54,139
55,124
56,124
57,130
58,103
59,133
60,145
61,112
62,125
63,98
64,114
65,103
66,71
67,61
68,56
69,42
70,37
71,44
72,42
73,24
74,22
75,18
76,27
77,18
78,22
79,16
80,16
81,15
82,17
83,16
84,16
85,11
86,14
87,13
88,15
89,15
90,13
91,19
92,16
93,13
94,20
95,3
96,13
97,9
98,7
99,10
100,10
