latency,weight
1,0
2,0
3,0
4,135
5,8089
6,37674
7,53870
8,43440
9,28231
10,17906
11,11725
12,8306
13,6195
14,4585
15,3494
16,2749
17,2268
18,1833
19,1497
20,1284
21,1069
22,955
23,816
24,729
25,622
26,607
27,521
28,505
29,399
30,401
31,391
32,391
33,331
34,314
35,278
36,270
37,263
38,260
39,210
40,228
41,207
42,219
43,206
44,171
45,186
46,174
47,193
48,180
49,152
50,145
51,146
52,146
53,151
54,108
55,122
56,110
57,90
58,91
59,92
60,93
61,72
62,75
63,72
64,68
65,54
66,49
67,66
68,60
69,53
70,56
71,48
72,39
73,38
74,35
75,40
76,40
77,30
78,26
79,24
80,28
81,37
82,25
83,22
84,24
85,20
86,21
87,19
88,12
89,16
90,16
91,14
92,14
93,13
94,16
95,8
96,10
97,12
98,14
99,9
100,3
